hv(eV),n(hV),I(hv)(eV),eta_SQ,eta_UL
1.2822,1.844532e+21,378.9102,0.3292,0.4647
1.2835,1.840097e+21,378.3904,0.3293,0.4647
1.2848,1.838e+21,378.3509,0.3294,0.4646
1.2861,1.668101e+21,343.7335,0.3295,0.4646
1.2875,1.831273e+21,377.7492,0.3296,0.4646
1.2888,1.596795e+21,329.7241,0.3297,0.4647
1.2902,1.661945e+21,343.5341,0.3298,0.4647
1.2915,1.511131e+21,312.6853,0.33,0.4647
1.2928,1.338784e+21,277.3118,0.3301,0.4648
1.2942,1.645751e+21,341.2519,0.3303,0.4649
1.2956,9.632369e+20,199.9391,0.3305,0.465
1.2969,1.164348e+21,241.9365,0.3307,0.4652
1.2983,1.20653e+21,250.9639,0.3309,0.4653
1.2996,1.495136e+21,311.3214,0.3311,0.4654
1.301,1.207575e+21,251.7086,0.3313,0.4656
1.3024,9.420522e+20,196.5688,0.3315,0.4657
1.3037,1.689455e+21,352.8927,0.3317,0.4658
1.3051,5.126403e+20,107.1928,0.3319,0.466
1.3065,1.714145e+21,358.8046,0.3321,0.4662
1.3078,9.486306e+20,198.7767,0.3323,0.4663
1.3092,1.279739e+21,268.4405,0.3325,0.4665
1.3106,6.689532e+20,140.4692,0.3328,0.4667
1.312,1.261677e+21,265.2119,0.333,0.4669
1.3134,9.761581e+20,205.4115,0.3333,0.4671
1.3148,9.476934e+20,199.6332,0.3335,0.4673
1.3162,1.37565e+21,290.0906,0.3337,0.4674
1.3176,1.258376e+21,265.6425,0.3339,0.4675
1.319,1.591138e+21,336.2456,0.3341,0.4676
1.3204,1.340866e+21,283.6588,0.3342,0.4677
1.3218,6.7213e+20,142.34,0.3345,0.4679
1.3232,5.457262e+20,115.6943,0.3348,0.4682
1.3246,5.374549e+20,114.0625,0.3352,0.4685
1.326,8.325087e+20,176.8698,0.3355,0.4688
1.3275,4.757258e+20,101.1781,0.3358,0.4691
1.3289,8.191646e+20,174.4079,0.3361,0.4694
1.3303,9.889386e+20,210.7803,0.3364,0.4697
1.3317,1.340764e+21,286.0746,0.3366,0.4698
1.3332,1.411206e+21,301.4282,0.3368,0.4699
1.3346,1.794604e+21,383.7333,0.3369,0.4699
1.336,1.913452e+21,409.5869,0.3369,0.4698
1.3375,2.546847e+21,545.7574,0.3369,0.4697
1.3389,2.267446e+21,486.41,0.3368,0.4694
1.3404,2.285141e+21,490.736,0.3368,0.4692
1.3418,2.31105e+21,496.8371,0.3367,0.469
1.3433,2.378712e+21,511.9373,0.3367,0.4688
1.3447,2.228483e+21,480.1257,0.3366,0.4686
1.3462,2.475731e+21,533.9743,0.3365,0.4683
1.3477,2.352747e+21,508.0004,0.3365,0.4681
1.3491,2.328161e+21,503.2387,0.3364,0.4679
1.3506,1.861776e+21,402.8667,0.3364,0.4677
1.3521,2.286068e+21,495.218,0.3364,0.4676
1.3535,1.798924e+21,390.1161,0.3364,0.4674
1.355,2.109991e+21,458.0746,0.3364,0.4673
1.3565,1.942271e+21,422.1242,0.3364,0.4672
1.358,1.94162e+21,422.4448,0.3364,0.467
1.3595,2.12186e+21,462.1666,0.3364,0.4669
1.361,2.050882e+21,447.1971,0.3364,0.4667
1.3625,1.911314e+21,417.222,0.3364,0.4666
1.364,2.147893e+21,469.3809,0.3364,0.4664
1.3655,1.982328e+21,433.6769,0.3363,0.4663
1.367,1.934493e+21,423.6785,0.3363,0.4661
1.3685,2.3419e+21,513.472,0.3363,0.4659
1.37,2.459081e+21,539.7601,0.3362,0.4657
1.3715,2.533367e+21,556.6808,0.3361,0.4654
1.373,2.05954e+21,453.0636,0.336,0.4651
1.3745,1.990191e+21,438.2932,0.336,0.4649
1.3761,1.779908e+21,392.4184,0.336,0.4648
1.3776,2.19806e+21,485.1474,0.336,0.4647
1.3791,1.618747e+21,357.6811,0.336,0.4645
1.3807,2.110521e+21,466.8635,0.336,0.4644
1.3822,1.950684e+21,431.9874,0.336,0.4642
1.3838,2.227092e+21,493.7495,0.3359,0.464
1.3853,2.368215e+21,525.6235,0.3358,0.4638
1.3868,2.469746e+21,548.7713,0.3357,0.4635
1.3884,2.524992e+21,561.6752,0.3355,0.4631
1.39,2.618936e+21,583.2256,0.3354,0.4628
1.3915,2.659048e+21,592.8231,0.3352,0.4624
1.3931,2.644638e+21,590.2729,0.335,0.4619
1.3946,2.66603e+21,595.7168,0.3348,0.4615
1.3962,2.622158e+21,586.5736,0.3346,0.4611
1.3978,2.58027e+21,577.8541,0.3344,0.4607
1.3994,2.562799e+21,574.5891,0.3342,0.4603
1.401,2.657448e+21,596.483,0.334,0.4599
1.4025,2.617091e+21,588.0892,0.3338,0.4595
1.4041,2.597653e+21,584.3823,0.3336,0.4591
1.4057,2.597697e+21,585.0547,0.3334,0.4587
1.4073,2.522681e+21,568.8046,0.3332,0.4583
1.4089,2.599766e+21,586.8515,0.333,0.4579
1.4105,2.582613e+21,583.6428,0.3328,0.4575
1.4121,2.617257e+21,592.1456,0.3326,0.4571
1.4137,2.618677e+21,593.1424,0.3323,0.4566
1.4153,2.600504e+21,589.6985,0.3321,0.4562
1.417,2.521158e+21,572.3592,0.3319,0.4558
1.4186,2.549255e+21,579.4,0.3317,0.4554
1.4202,2.585873e+21,588.3957,0.3315,0.4549
1.4218,2.602976e+21,592.9667,0.3312,0.4545
1.4235,2.55918e+21,583.6591,0.331,0.454
1.4251,2.586952e+21,590.671,0.3308,0.4536
1.4267,2.530107e+21,578.3566,0.3306,0.4532
1.4284,2.54698e+21,582.8843,0.3303,0.4527
1.43,2.422444e+21,555.0234,0.3301,0.4523
1.4317,2.238817e+21,513.5435,0.33,0.452
1.4333,2.531279e+21,581.3002,0.3298,0.4516
1.435,2.564201e+21,589.5422,0.3296,0.4511
1.4367,2.610999e+21,600.9972,0.3293,0.4507
1.4383,2.586303e+21,596.0034,0.329,0.4502
1.44,2.557357e+21,590.0174,0.3288,0.4497
1.4417,2.551995e+21,589.4649,0.3286,0.4493
1.4434,2.552239e+21,590.2076,0.3283,0.4488
1.445,2.543977e+21,588.9826,0.3281,0.4483
1.4467,2.534326e+21,587.4328,0.3278,0.4478
1.4484,2.478376e+21,575.1353,0.3276,0.4474
1.4501,2.317001e+21,538.3153,0.3273,0.447
1.4518,2.152393e+21,500.657,0.3272,0.4466
1.4535,2.431468e+21,566.2342,0.327,0.4462
1.4552,2.434001e+21,567.4894,0.3268,0.4458
1.4569,2.439604e+21,569.464,0.3265,0.4453
1.4586,2.228514e+21,520.8025,0.3263,0.4449
1.4604,2.44985e+21,573.203,0.3261,0.4445
1.4621,2.456579e+21,575.4552,0.3259,0.444
1.4638,2.446739e+21,573.8269,0.3256,0.4436
1.4655,2.504463e+21,588.0588,0.3253,0.4431
1.4673,2.490203e+21,585.4025,0.3251,0.4426
1.469,2.407675e+21,566.6724,0.3248,0.4421
1.4707,2.445319e+21,576.215,0.3246,0.4417
1.4725,2.416583e+21,570.1199,0.3243,0.4412
1.4742,2.439549e+21,576.2224,0.324,0.4407
1.476,2.444334e+21,578.0399,0.3238,0.4402
1.4778,2.401083e+21,568.4888,0.3235,0.4397
1.4795,2.387036e+21,565.8374,0.3232,0.4392
1.4813,2.402762e+21,570.2456,0.323,0.4388
1.4831,2.306716e+21,548.1059,0.3227,0.4383
1.4848,2.371396e+21,564.1495,0.3225,0.4378
1.4866,2.200179e+21,524.0449,0.3223,0.4374
1.4884,2.244797e+21,535.3142,0.322,0.437
1.4902,2.091178e+21,499.28,0.3218,0.4366
1.492,2.152755e+21,514.6005,0.3216,0.4362
1.4938,2.126629e+21,508.9676,0.3214,0.4358
1.4956,2.149694e+21,515.1085,0.3212,0.4354
1.4974,1.958663e+21,469.9006,0.3211,0.435
1.4992,2.261286e+21,543.1586,0.3209,0.4346
1.501,2.13676e+21,513.8689,0.3206,0.4342
1.5028,2.210037e+21,532.1355,0.3204,0.4338
1.5047,2.124116e+21,512.068,0.3202,0.4334
1.5065,1.522596e+21,367.5034,0.3201,0.4331
1.5083,2.145919e+21,518.5828,0.32,0.4328
1.5102,2.241612e+21,542.3678,0.3197,0.4323
1.512,1.929503e+21,467.421,0.3195,0.4319
1.5138,2.019057e+21,489.7126,0.3194,0.4316
1.5157,1.828102e+21,443.9395,0.3192,0.4313
1.5176,1.88615e+21,458.5966,0.3191,0.4309
1.5194,1.835838e+21,446.9109,0.3189,0.4306
1.5213,1.967726e+21,479.6049,0.3188,0.4303
1.5231,1.978734e+21,482.8804,0.3186,0.4299
1.525,2.200634e+21,537.6923,0.3184,0.4295
1.5269,2.232087e+21,546.0491,0.3181,0.429
1.5288,2.281244e+21,558.7629,0.3178,0.4285
1.5307,2.278426e+21,558.7616,0.3175,0.428
1.5326,2.267633e+21,556.8022,0.3172,0.4274
1.5345,2.317708e+21,569.8019,0.3169,0.4269
1.5364,2.317222e+21,570.3884,0.3166,0.4263
1.5383,2.333067e+21,575.0013,0.3162,0.4258
1.5402,2.233528e+21,551.1529,0.3159,0.4252
1.5421,2.275226e+21,562.1409,0.3156,0.4247
1.544,2.240468e+21,554.2425,0.3153,0.4242
1.5459,2.273789e+21,563.1866,0.315,0.4236
1.5479,2.262581e+21,561.1103,0.3147,0.423
1.5498,2.229587e+21,553.6191,0.3143,0.4225
1.5517,2.258516e+21,561.5042,0.314,0.4219
1.5537,2.294614e+21,571.1937,0.3137,0.4214
1.5556,2.243243e+21,559.1065,0.3133,0.4208
1.5576,2.199791e+21,548.9655,0.313,0.4202
1.5595,2.230274e+21,557.2725,0.3127,0.4197
1.5615,2.229998e+21,557.9054,0.3124,0.4191
1.5635,2.201943e+21,551.5811,0.312,0.4186
1.5655,2.209356e+21,554.1371,0.3117,0.418
1.5674,2.222098e+21,558.0374,0.3114,0.4174
1.5694,2.184053e+21,549.1774,0.311,0.4169
1.5714,2.244971e+21,565.2108,0.3107,0.4163
1.5734,2.245983e+21,566.1829,0.3103,0.4157
1.5754,2.266141e+21,571.9904,0.31,0.4151
1.5774,2.28551e+21,577.6133,0.3096,0.4144
1.5794,2.27562e+21,575.8463,0.3092,0.4138
1.5814,2.257151e+21,571.9014,0.3088,0.4132
1.5835,2.263728e+21,574.3004,0.3084,0.4125
1.5855,2.264386e+21,575.2019,0.308,0.4119
1.5875,2.245072e+21,571.0259,0.3076,0.4113
1.5895,2.242047e+21,570.9876,0.3073,0.4106
1.5916,2.258195e+21,575.8384,0.3069,0.41
1.5936,2.239567e+21,571.8223,0.3065,0.4094
1.5957,2.233609e+21,571.035,0.3061,0.4087
1.5977,2.238467e+21,573.0145,0.3057,0.4081
1.5998,2.224721e+21,570.2306,0.3053,0.4074
1.6019,2.216121e+21,568.76,0.3049,0.4068
1.6039,2.207542e+21,567.2913,0.3045,0.4061
1.606,2.200293e+21,566.1609,0.3041,0.4054
1.6081,2.174634e+21,560.2842,0.3037,0.4048
1.6102,2.151725e+21,555.1018,0.3033,0.4042
1.6123,2.08242e+21,537.921,0.3029,0.4035
1.6144,2.048557e+21,529.8628,0.3025,0.4029
1.6165,1.784753e+21,462.2312,0.3022,0.4024
1.6186,1.486597e+21,385.5148,0.302,0.4021
1.6207,1.247016e+21,323.8076,0.302,0.4018
1.6228,9.755481e+20,253.6483,0.302,0.4017
1.625,6.844874e+20,178.204,0.3021,0.4018
1.6271,1.235367e+21,322.0457,0.3022,0.4018
1.6292,2.754984e+20,71.91359,0.3024,0.4019
1.6314,4.741818e+20,123.939,0.3027,0.4022
1.6335,2.120648e+21,555.0134,0.3027,0.402
1.6357,2.174169e+21,569.7715,0.3023,0.4014
1.6378,2.152542e+21,564.8489,0.3018,0.4007
1.64,2.145952e+21,563.8646,0.3014,0.4
1.6422,2.163834e+21,569.3162,0.3009,0.3993
1.6444,2.161687e+21,569.5057,0.3005,0.3985
1.6465,2.1264e+21,560.9532,0.3,0.3978
1.6487,2.128991e+21,562.3834,0.2996,0.3971
1.6509,2.112942e+21,558.8872,0.2991,0.3964
1.6531,2.113933e+21,559.8951,0.2987,0.3957
1.6553,2.108219e+21,559.127,0.2982,0.395
1.6575,2.107263e+21,559.6206,0.2978,0.3943
1.6598,2.111685e+21,561.5457,0.2973,0.3936
1.662,2.102036e+21,559.7291,0.2969,0.3929
1.6642,2.098127e+21,559.4381,0.2964,0.3922
1.6665,2.090693e+21,558.2052,0.2959,0.3914
1.6687,2.065953e+21,552.3421,0.2955,0.3907
1.6709,2.015823e+21,539.666,0.295,0.39
1.6732,2.006858e+21,537.9909,0.2946,0.3893
1.6755,2.006477e+21,538.6157,0.2942,0.3886
1.6777,1.950832e+21,524.3871,0.2937,0.388
1.68,2.002329e+21,538.9589,0.2933,0.3873
1.6823,1.956816e+21,527.4231,0.2929,0.3866
1.6846,1.952099e+21,526.8666,0.2924,0.3859
1.6869,1.963338e+21,530.621,0.292,0.3852
1.6892,1.984076e+21,536.9563,0.2915,0.3845
1.6915,1.912815e+21,518.3767,0.2911,0.3838
1.6938,1.836836e+21,498.4664,0.2907,0.3832
1.6961,1.69752e+21,461.29,0.2903,0.3826
1.6984,1.782491e+21,485.0439,0.29,0.382
1.7007,1.646344e+21,448.6106,0.2896,0.3814
1.7031,1.629238e+21,444.5595,0.2893,0.3809
1.7054,1.692739e+21,462.5219,0.289,0.3804
1.7078,1.680015e+21,459.6775,0.2887,0.3798
1.7101,1.606085e+21,440.0552,0.2883,0.3793
1.7125,1.626414e+21,446.2406,0.288,0.3788
1.7149,1.756103e+21,482.4899,0.2877,0.3782
1.7172,1.895988e+21,521.6449,0.2872,0.3775
1.7196,1.652847e+21,455.3802,0.2868,0.3769
1.722,1.493521e+21,412.0552,0.2865,0.3764
1.7244,1.393254e+21,384.9266,0.2863,0.3759
1.7268,1.547387e+21,428.1059,0.286,0.3755
1.7292,1.65692e+21,459.0489,0.2857,0.3749
1.7316,1.895164e+21,525.7876,0.2853,0.3743
1.734,1.868089e+21,519.0009,0.2848,0.3735
1.7365,1.925586e+21,535.7242,0.2843,0.3728
1.7389,1.90117e+21,529.6733,0.2838,0.372
1.7414,1.915605e+21,534.4444,0.2833,0.3712
1.7438,1.919804e+21,536.3692,0.2827,0.3704
1.7463,1.914621e+21,535.6746,0.2822,0.3696
1.7487,1.894966e+21,530.9232,0.2817,0.3688
1.7512,1.880186e+21,527.5264,0.2812,0.3681
1.7537,1.878257e+21,527.7305,0.2806,0.3673
1.7561,1.878014e+21,528.4096,0.2801,0.3665
1.7586,1.880004e+21,529.7199,0.2796,0.3657
1.7611,1.852748e+21,522.7817,0.279,0.3649
1.7636,1.798172e+21,508.1037,0.2785,0.3641
1.7662,1.780255e+21,503.7577,0.278,0.3634
1.7687,1.77056e+21,501.729,0.2775,0.3626
1.7712,1.785833e+21,506.78,0.277,0.3619
1.7737,1.791365e+21,509.0769,0.2765,0.3611
1.7763,1.821521e+21,518.3884,0.276,0.3603
1.7788,1.842712e+21,525.1717,0.2755,0.3595
1.7814,1.736365e+21,495.5739,0.2749,0.3587
1.7839,1.732981e+21,495.3197,0.2744,0.3579
1.7865,1.691582e+21,484.1837,0.2739,0.3572
1.7891,1.703874e+21,488.4059,0.2735,0.3565
1.7917,1.707272e+21,490.0872,0.273,0.3557
1.7943,1.65219e+21,474.9617,0.2725,0.355
1.7969,1.576735e+21,453.9271,0.272,0.3543
1.7995,1.497776e+21,431.8215,0.2716,0.3536
1.8021,1.481744e+21,427.8202,0.2712,0.353
1.8047,1.274707e+21,368.5787,0.2709,0.3525
1.8073,1.761425e+21,510.0545,0.2705,0.3518
1.81,1.79419e+21,520.3007,0.2699,0.351
1.8126,1.785174e+21,518.4431,0.2693,0.3501
1.8153,1.789128e+21,520.3521,0.2687,0.3493
1.8179,1.80073e+21,524.4943,0.2681,0.3484
1.8206,1.784357e+21,520.4886,0.2675,0.3475
1.8233,1.783402e+21,520.975,0.2669,0.3466
1.826,1.772749e+21,518.6258,0.2663,0.3457
1.8287,1.779987e+21,521.5113,0.2657,0.3449
1.8314,1.762674e+21,517.2016,0.2651,0.344
1.8341,1.771055e+21,520.4294,0.2645,0.3431
1.8368,1.742977e+21,512.9376,0.2638,0.3422
1.8395,1.749663e+21,515.6691,0.2632,0.3413
1.8423,1.744362e+21,514.8707,0.2626,0.3404
1.845,1.721566e+21,508.8982,0.262,0.3395
1.8478,1.738057e+21,514.5386,0.2614,0.3386
1.8505,1.733595e+21,513.9837,0.2607,0.3377
1.8533,1.749915e+21,519.598,0.2601,0.3367
1.8561,1.712549e+21,509.2642,0.2594,0.3358
1.8588,1.699086e+21,506.0182,0.2588,0.3349
1.8616,1.70357e+21,508.1153,0.2582,0.334
1.8644,1.697221e+21,506.983,0.2575,0.3331
1.8672,1.660216e+21,496.6759,0.2569,0.3322
1.87,1.638171e+21,490.8202,0.2563,0.3313
1.8729,1.627825e+21,488.457,0.2557,0.3304
1.8757,1.633827e+21,490.9998,0.2551,0.3295
1.8785,1.633311e+21,491.5882,0.2544,0.3286
1.8814,1.615788e+21,487.0523,0.2538,0.3277
1.8843,1.60266e+21,483.8292,0.2532,0.3268
1.8871,1.427019e+21,431.4604,0.2526,0.326
1.89,1.358387e+21,411.3357,0.2522,0.3253
1.8929,1.54022e+21,467.1087,0.2516,0.3245
1.8958,1.607455e+21,488.2449,0.251,0.3236
1.8987,1.617956e+21,492.187,0.2504,0.3227
1.9016,1.561017e+21,475.5944,0.2497,0.3218
1.9045,1.61837e+21,493.8254,0.2491,0.3209
1.9074,1.515809e+21,463.2418,0.2484,0.3199
1.9104,1.500499e+21,459.2696,0.2479,0.3191
1.9133,1.541412e+21,472.52,0.2472,0.3182
1.9163,1.549022e+21,475.587,0.2466,0.3173
1.9193,1.548856e+21,476.2722,0.246,0.3164
1.9222,1.587108e+21,488.7911,0.2453,0.3154
1.9252,1.56835e+21,483.7643,0.2446,0.3145
1.9282,1.567856e+21,484.364,0.2439,0.3135
1.9312,1.544544e+21,477.9053,0.2432,0.3125
1.9342,1.534344e+21,475.4898,0.2426,0.3116
1.9373,1.526322e+21,473.7431,0.2419,0.3106
1.9403,1.551596e+21,482.3414,0.2412,0.3097
1.9433,1.550755e+21,482.8355,0.2405,0.3087
1.9464,1.533295e+21,478.1485,0.2398,0.3077
1.9494,1.475738e+21,460.9233,0.2392,0.3068
1.9525,1.503095e+21,470.2074,0.2385,0.3058
1.9556,1.478001e+21,463.0865,0.2378,0.3049
1.9587,1.494087e+21,468.866,0.2371,0.3039
1.9618,1.397845e+21,439.3581,0.2365,0.303
1.9649,1.444572e+21,454.7643,0.2358,0.3021
1.968,1.413653e+21,445.7372,0.2352,0.3011
1.9711,1.42613e+21,450.3863,0.2345,0.3002
1.9743,1.370768e+21,433.5915,0.2339,0.2993
1.9774,1.442895e+21,457.1342,0.2332,0.2984
1.9806,1.395662e+21,442.8764,0.2325,0.2974
1.9837,1.390372e+21,441.9037,0.2319,0.2965
1.9869,1.392785e+21,443.38,0.2312,0.2956
1.9901,1.390714e+21,443.4314,0.2305,0.2946
1.9933,1.39419e+21,445.2542,0.2299,0.2937
1.9965,1.439303e+21,460.4022,0.2292,0.2927
1.9997,1.426265e+21,456.9673,0.2284,0.2917
2.003,1.418797e+21,455.309,0.2277,0.2907
2.0062,1.405319e+21,451.7136,0.227,0.2897
2.0095,1.34739e+21,433.7952,0.2263,0.2887
2.0127,1.358122e+21,437.9604,0.2256,0.2878
2.016,1.388069e+21,448.3454,0.2249,0.2868
2.0193,1.332343e+21,431.0466,0.2242,0.2858
2.0226,1.367463e+21,443.1306,0.2235,0.2848
2.0259,1.380327e+21,448.0299,0.2228,0.2838
2.0292,1.353196e+21,439.9427,0.222,0.2828
2.0325,1.353475e+21,440.7547,0.2213,0.2818
2.0359,1.352607e+21,441.1953,0.2206,0.2808
2.0392,1.356267e+21,443.1168,0.2199,0.2798
2.0426,1.354035e+21,443.1165,0.2191,0.2788
2.0459,1.339312e+21,439.0215,0.2184,0.2777
2.0493,1.339257e+21,439.7289,0.2176,0.2767
2.0527,1.334953e+21,439.0415,0.2169,0.2757
2.0561,1.305454e+21,430.0519,0.2161,0.2746
2.0595,1.272041e+21,419.7408,0.2154,0.2737
2.063,1.285015e+21,424.7276,0.2147,0.2727
2.0664,1.293872e+21,428.3676,0.2139,0.2716
2.0699,1.274585e+21,422.6868,0.2132,0.2706
2.0733,1.268299e+21,421.3055,0.2125,0.2696
2.0768,1.277584e+21,425.1007,0.2117,0.2686
2.0803,1.267479e+21,422.4459,0.211,0.2676
2.0838,1.223734e+21,408.5513,0.2102,0.2666
2.0873,1.233147e+21,412.387,0.2095,0.2656
2.0908,1.232856e+21,412.9851,0.2088,0.2646
2.0943,1.209192e+21,405.7421,0.208,0.2636
2.0979,1.228889e+21,413.0493,0.2073,0.2626
2.1014,1.143191e+21,384.8961,0.2066,0.2616
2.105,1.069771e+21,360.7879,0.206,0.2607
2.1086,1.232722e+21,416.4516,0.2053,0.2598
2.1122,1.254941e+21,424.6799,0.2045,0.2587
2.1158,1.221739e+21,414.1497,0.2037,0.2576
2.1194,1.245652e+21,422.9779,0.2029,0.2565
2.123,1.249304e+21,424.944,0.2021,0.2554
2.1267,1.245391e+21,424.3398,0.2013,0.2543
2.1303,1.226267e+21,418.5415,0.2004,0.2532
2.134,1.201562e+21,410.8152,0.1996,0.2521
2.1377,1.189902e+21,407.5301,0.1988,0.2511
2.1414,1.164055e+21,399.3663,0.1981,0.25
2.1451,1.141569e+21,392.3294,0.1973,0.249
2.1488,1.171767e+21,403.4057,0.1965,0.2479
2.1525,1.137053e+21,392.1344,0.1957,0.2469
2.1562,1.140636e+21,394.054,0.195,0.2458
2.16,1.160956e+21,401.7729,0.1942,0.2448
2.1638,1.160934e+21,402.4662,0.1934,0.2437
2.1676,1.150003e+21,399.3738,0.1926,0.2426
2.1714,1.083283e+21,376.8621,0.1918,0.2415
2.1752,1.114071e+21,388.2527,0.191,0.2405
2.179,1.107544e+21,386.6565,0.1902,0.2394
2.1828,1.129468e+21,395.0046,0.1894,0.2384
2.1867,1.133875e+21,397.2452,0.1886,0.2373
2.1905,1.05824e+21,371.402,0.1878,0.2362
